t	xA	yA	xB	yB	xC	yC
1.213074	-1.593803	1.195798	-1.460570	1.922561	-0.206616	1.646096
1.217453	-1.575177	1.208695	-1.442914	1.940301	-0.207309	1.645416
1.221832	-1.560099	1.215639	-1.427988	1.954598	-0.207043	1.644286
1.226212	-1.550596	1.224897	-1.416672	1.965280	-0.207636	1.644906
1.230591	-1.545485	1.228655	-1.409929	1.970647	-0.206131	1.643804
1.234970	-1.538115	1.232515	-1.399857	1.977156	-0.205445	1.643612
1.239350	-1.532857	1.235369	-1.391740	1.980004	-0.204536	1.642796
1.243729	-1.503941	1.254205	-1.383110	1.987459	-0.203682	1.643886
1.248108	-1.515977	1.246911	-1.374641	1.994796	-0.200497	1.642674
1.252488	-1.516950	1.247552	-1.362560	2.004303	-0.198745	1.640280
1.256867	-1.493792	1.264529	-1.349432	2.016933	-0.197185	1.640464
1.261246	-1.478142	1.273151	-1.332132	2.030873	-0.195935	1.642988
1.265626	-1.456736	1.285387	-1.312899	2.048439	-0.193352	1.641801
1.270005	-1.430704	1.296731	-1.290993	2.067427	-0.192585	1.642026
1.274384	-1.405779	1.307533	-1.267811	2.088505	-0.191095	1.640327
1.278764	-1.322093	1.336486	-1.200057	2.142590	-0.189177	1.639038
1.283143	-1.300041	1.341358	-1.180942	2.156874	-0.187682	1.643795
1.287522	-1.282166	1.346169	-1.165747	2.168680	-0.184441	1.641933
1.291902	-1.266110	1.349323	-1.151400	2.178259	-0.182502	1.640786
1.296281	-1.254712	1.351877	-1.138841	2.182853	-0.181870	1.639798
1.300660	-1.245004	1.353614	-1.128821	2.187338	-0.183915	1.638335
1.305040	-1.239817	1.355165	-1.122477	2.190201	-0.182279	1.636197
1.309419	-1.236258	1.354964	-1.116449	2.190877	-0.180411	1.633590
1.313798	-1.234396	1.355652	-1.113256	2.193082	-0.179433	1.636191
1.318178	-1.232577	1.355406	-1.110035	2.193034	-0.175200	1.633768
1.322557	-1.231319	1.355563	-1.108035	2.193193	-0.174188	1.633083
1.326936	-1.229176	1.355065	-1.106495	2.192799	-0.172827	1.631187
1.331316	-1.228285	1.355960	-1.104035	2.193941	-0.171455	1.634843
1.335695	-1.227459	1.355692	-1.101800	2.194061	-0.170314	1.634075
1.340074	-1.226790	1.355826	-1.101181	2.194366	-0.169668	1.633883
1.344454	-1.225886	1.355989	-1.099271	2.195275	-0.168239	1.633549
1.348833	-1.223950	1.355154	-1.098551	2.194275	-0.166734	1.632234
1.353212	-1.223516	1.355599	-1.097829	2.194513	-0.166538	1.633056
1.357592	-1.222990	1.355153	-1.096949	2.194222	-0.167024	1.632800
1.361971	-1.222713	1.354564	-1.096421	2.193724	-0.166761	1.632540
1.366350	-1.222614	1.354966	-1.096046	2.194076	-0.166560	1.632632
1.370730	-1.222165	1.354230	-1.095770	2.193618	-0.166262	1.632193
1.375109	-1.221565	1.354456	-1.095240	2.193618	-0.165926	1.631936
1.379488	-1.221786	1.354800	-1.095313	2.194004	-0.166239	1.632655
1.383868	-1.222412	1.354819	-1.095425	2.193842	-0.166586	1.632961
1.388247	-1.222419	1.354409	-1.095447	2.193139	-0.166518	1.632922
1.392626	-1.222603	1.354416	-1.095666	2.192990	-0.166645	1.632931
1.397006	-1.222651	1.354577	-1.095664	2.193398	-0.166879	1.633286
1.401385	-1.222301	1.354482	-1.095278	2.193305	-0.166330	1.632655
1.405764	-1.222783	1.354358	-1.095736	2.193460	-0.166285	1.633154
1.410144	-1.222570	1.353521	-1.095624	2.192113	-0.166232	1.632580
1.414523	-1.222537	1.353191	-1.095668	2.192411	-0.165819	1.632386
1.418902	-1.222547	1.354346	-1.095264	2.193379	-0.166873	1.633319
1.423282	-1.222489	1.354005	-1.095437	2.192767	-0.166331	1.632784
1.427661	-1.222708	1.354415	-1.095528	2.193025	-0.166640	1.633037
1.432040	-1.222675	1.354241	-1.095735	2.192809	-0.165965	1.632861
1.436419	-1.222397	1.354212	-1.095381	2.192723	-0.165923	1.633245
1.440799	-1.222334	1.354249	-1.095732	2.193013	-0.166203	1.633619
1.445178	-1.222470	1.353817	-1.095667	2.192486	-0.166401	1.633443
1.449557	-1.222163	1.354429	-1.095281	2.193270	-0.166012	1.634261
1.453937	-1.222317	1.354884	-1.095389	2.193603	-0.166089	1.634404
1.458316	-1.222461	1.354742	-1.095633	2.193472	-0.166178	1.634208
1.462695	-1.222530	1.354368	-1.095707	2.193193	-0.166575	1.633928
1.467075	-1.222695	1.354010	-1.096417	2.192989	-0.166536	1.633732
1.471454	-1.222668	1.354479	-1.095901	2.193046	-0.167032	1.633770
1.475833	-1.222125	1.353893	-1.095778	2.192261	-0.166485	1.633329
1.480213	-1.223069	1.353637	-1.096146	2.192447	-0.166677	1.633195
1.484592	-1.222878	1.353748	-1.096526	2.192687	-0.166924	1.633292
1.488971	-1.222886	1.354127	-1.096174	2.192356	-0.166935	1.633430
1.493351	-1.223240	1.354015	-1.096788	2.192981	-0.167730	1.633974
1.497730	-1.222165	1.354038	-1.095384	2.192768	-0.166185	1.633067
1.502109	-1.223176	1.354291	-1.096386	2.193096	-0.167051	1.633631
1.506489	-1.222988	1.354739	-1.095981	2.193566	-0.167488	1.634376
1.510868	-1.222554	1.354381	-1.095787	2.193320	-0.166726	1.633619
1.515247	-1.222486	1.354429	-1.095770	2.192901	-0.166863	1.633359
1.519627	-1.222802	1.354333	-1.096283	2.192974	-0.166765	1.633209
1.524006	-1.222843	1.354064	-1.096349	2.192541	-0.166690	1.632866
1.528385	-1.222603	1.353848	-1.096266	2.192430	-0.166543	1.633145
1.532765	-1.222796	1.354791	-1.095900	2.193597	-0.166809	1.633636
1.537144	-1.222754	1.354034	-1.096249	2.192872	-0.166499	1.633480
1.541523	-1.222643	1.353495	-1.095651	2.192577	-0.166643	1.632642
1.545903	-1.222585	1.354460	-1.095823	2.193514	-0.167201	1.634045
1.550282	-1.222370	1.353853	-1.095593	2.192710	-0.166994	1.633305
1.554661	-1.222745	1.354543	-1.096116	2.193296	-0.166878	1.633613
1.559041	-1.223212	1.353859	-1.096549	2.192522	-0.167472	1.633872
1.563420	-1.222804	1.353964	-1.096461	2.192825	-0.167124	1.633782
1.567799	-1.222665	1.354126	-1.096273	2.193125	-0.167035	1.633941
1.572179	-1.223007	1.353439	-1.096561	2.192160	-0.167066	1.633767
1.576558	-1.222631	1.354152	-1.096371	2.192847	-0.166926	1.633320
1.580937	-1.222710	1.354052	-1.096604	2.193017	-0.167033	1.633770
1.585317	-1.223076	1.354099	-1.096628	2.192884	-0.167166	1.633727
1.589696	-1.223313	1.354137	-1.096997	2.193009	-0.167347	1.633863
1.594075	-1.223357	1.354176	-1.096884	2.193106	-0.167268	1.633508
1.598455	-1.222738	1.354772	-1.096315	2.193457	-0.167162	1.633988
