t,xA,yA,xB,yB,xC,yC
1.566064,-1.861609,0.613006,-1.656296,1.382478,0.194756,1.898709
1.570451,-1.860873,0.611099,-1.655393,1.381309,0.193860,1.897593
1.574838,-1.861284,0.611897,-1.656030,1.381507,0.193660,1.897504
1.579224,-1.860944,0.611138,-1.655560,1.381474,0.194200,1.897669
1.583611,-1.860689,0.611707,-1.655352,1.381780,0.194612,1.898024
1.587998,-1.860242,0.610882,-1.653044,1.380330,0.195430,1.896752
1.592385,-1.860148,0.611557,-1.649570,1.381063,0.209823,1.887831
1.596771,-1.859742,0.610944,-1.627781,1.369693,0.235254,1.869735
1.601158,-1.860397,0.610986,-1.622668,1.366640,0.246280,1.862639
1.605545,-1.860482,0.610590,-1.623169,1.364628,0.245557,1.860524
1.609932,-1.860750,0.611651,-1.622625,1.363932,0.247150,1.857759
1.614318,-1.861171,0.610443,-1.619075,1.361028,0.249313,1.855601
1.618705,-1.860744,0.612048,-1.612931,1.359339,0.264083,1.851219
1.623092,-1.861310,0.611355,-1.607645,1.356560,0.265474,1.848306
1.627479,-1.861279,0.611457,-1.605357,1.353831,0.276682,1.838396
1.631865,-1.861561,0.611242,-1.598815,1.350442,0.289464,1.831263
1.636252,-1.861235,0.612684,-1.589260,1.348694,0.291180,1.828139
1.640639,-1.860566,0.610652,-1.586001,1.343427,0.300551,1.820184
1.645026,-1.860906,0.611434,-1.577736,1.341237,0.303652,1.817865
