t,xA,yA,xB,yB,xC,yC
1.99,3.269413906,1.646549622,5.214135365,2.987211577,7.999617768,1.87317062
2,3.26941723,1.646544744,5.214139212,2.987210738,7.99961592,1.873155541
2.01,3.259569245,1.633158382,5.346930286,2.999369327,8.106879822,1.823498724
2.022,3.258507579,1.529592564,5.456562935,2.906137094,8.24769771,1.806356204
2.032,3.291716794,1.478473693,5.390655002,2.86599689,8.215963298,1.857219229
2.042,3.336080428,1.475902822,5.284667419,2.862209908,8.133866052,1.923115509
2.052,3.38053261,1.503539461,5.19421998,2.878337489,8.058489261,1.986533686
2.062,3.418083575,1.545183182,5.136461762,2.908738229,8.009031997,2.044391258
2.072,3.450062226,1.579557836,5.102285982,2.934432542,7.983726313,2.100491174
2.082,3.479016374,1.594221148,5.082044239,2.937730132,7.977653309,2.154821764
2.092,3.503600049,1.594670099,5.073770663,2.928021458,7.986784308,2.213065514
2.102,3.526134723,1.579529926,5.068985529,2.902197438,8.002791452,2.278658335
2.112,3.547378144,1.549713801,5.06590047,2.859503109,8.022436897,2.355501145
2.122,3.563858233,1.523362804,5.064570716,2.827501856,8.038775518,2.442038946
2.132,3.57606902,1.504191815,5.064819905,2.805473062,8.051878086,2.53788736
2.142,3.586288827,1.486811983,5.066767038,2.785148649,8.062422419,2.643786143
2.152,3.596597033,1.464913737,5.071276201,2.757428781,8.070248734,2.759949526
2.162,3.605161485,1.44853295,5.078542125,2.738891262,8.074086672,2.882486353
2.172,3.613556357,1.433199794,5.091036122,2.721784188,8.07635923,3.007926597
2.182,3.621314177,1.420999971,5.107436048,2.708596203,8.076146641,3.134017245
2.192,3.629672117,1.40971847,5.125398182,2.695651632,8.071368458,3.257521497
2.202,3.638064401,1.402721722,5.143131233,2.687666363,8.062303126,3.375477237
2.212,3.646629365,1.400103781,5.160996218,2.684824671,8.05106202,3.486284061
2.222,3.654551269,1.404130999,5.176108608,2.687807656,8.036675981,3.588966449
2.232,3.661663191,1.41630714,5.186811333,2.698662345,8.019379006,3.684317691
2.242,3.667850931,1.435725868,5.193374151,2.715991274,7.999000638,3.77587405
