t,xA,yA,xB,yB,xC,yC
0.895029,-1.475387,1.445002,-1.316287,2.335429,-0.246811,1.644150
0.899425,-1.476505,1.446146,-1.316656,2.336744,-0.246977,1.645415
0.903821,-1.475725,1.445607,-1.316109,2.336030,-0.246569,1.644894
0.908217,-1.475393,1.445554,-1.315882,2.336161,-0.246077,1.644933
0.912612,-1.475722,1.445809,-1.316694,2.336441,-0.246923,1.645031
0.917008,-1.476614,1.445894,-1.317326,2.336173,-0.247540,1.644823
0.921404,-1.475121,1.445603,-1.315888,2.336203,-0.246385,1.645174
0.925800,-1.475952,1.445862,-1.316373,2.336192,-0.246694,1.645015
0.930196,-1.476707,1.446443,-1.317386,2.336984,-0.247402,1.645797
0.934592,-1.476724,1.446124,-1.317360,2.336544,-0.247231,1.645091
0.938988,-1.476296,1.445844,-1.316911,2.336401,-0.246574,1.645067
0.943384,-1.476644,1.445972,-1.316996,2.336525,-0.247392,1.645281
0.947779,-1.476636,1.446020,-1.317359,2.336640,-0.247547,1.645074
0.952175,-1.476808,1.445353,-1.317855,2.335933,-0.248003,1.644297
0.956571,-1.477187,1.446379,-1.317465,2.337091,-0.247600,1.645451
0.960967,-1.476568,1.445643,-1.317070,2.336172,-0.247468,1.644607
0.965363,-1.477375,1.446073,-1.317876,2.336535,-0.248081,1.644955
0.969759,-1.476611,1.446332,-1.316705,2.336345,-0.246796,1.645405
0.974155,-1.476411,1.446217,-1.317241,2.336541,-0.246940,1.645701
0.978550,-1.477784,1.446555,-1.319395,2.336891,-0.247489,1.645902
0.982946,-1.478984,1.447171,-1.325916,2.336413,-0.247535,1.647092
0.987342,-1.482866,1.445107,-1.333001,2.332437,-0.247934,1.647859
0.991738,-1.490489,1.443843,-1.340267,2.327892,-0.249434,1.648531
0.996134,-1.507409,1.439919,-1.350445,2.321625,-0.250455,1.648920
1.000530,-1.517590,1.437676,-1.361573,2.312746,-0.250699,1.648214
1.004926,-1.529388,1.438930,-1.373144,2.302655,-0.252336,1.649370
1.009321,-1.544602,1.434823,-1.389362,2.293514,-0.254921,1.649359
1.013717,-1.566677,1.432555,-1.405100,2.283342,-0.259183,1.652335
1.018113,-1.581686,1.429216,-1.423495,2.270460,-0.262391,1.655486
1.022509,-1.604007,1.420699,-1.439481,2.258123,-0.266317,1.658094
1.026905,-1.619252,1.420664,-1.456171,2.246422,-0.271866,1.662563
1.031301,-1.636284,1.414747,-1.479294,2.235780,-0.284063,1.671759
1.035697,-1.645492,1.411817,-1.498719,2.229471,-0.294231,1.680752
1.040093,-1.651514,1.409755,-1.515997,2.225701,-0.305226,1.690428
1.044488,-1.661250,1.404776,-1.530050,2.225853,-0.315489,1.698712
1.048884,-1.669049,1.401450,-1.567606,2.229101,-0.344486,1.722219
1.053280,-1.678876,1.398062,-1.578751,2.229561,-0.351152,1.728917
1.057676,-1.683062,1.392730,-1.590918,2.226013,-0.357334,1.731744
1.062072,-1.688613,1.393849,-1.602056,2.220965,-0.364406,1.735494
1.066468,-1.700719,1.385463,-1.620884,2.217610,-0.370336,1.741599
1.070864,-1.714159,1.381079,-1.637197,2.207168,-0.375311,1.744119
1.075259,-1.725668,1.372595,-1.653565,2.195494,-0.379407,1.747186
1.079655,-1.744640,1.364372,-1.673199,2.179105,-0.384775,1.749351
1.084051,-1.772994,1.351472,-1.693292,2.158743,-0.387130,1.751857
1.088447,-1.800362,1.336922,-1.715149,2.134628,-0.388653,1.753065
1.092843,-1.826693,1.322082,-1.738592,2.103922,-0.390073,1.753465
1.097239,-1.851850,1.302866,-1.762659,2.066512,-0.389889,1.752596
1.101635,-1.885573,1.278795,-1.790659,2.031766,-0.391292,1.753934
1.106031,-1.912740,1.259890,-1.815683,1.996287,-0.391909,1.753512
1.110426,-1.939374,1.234750,-1.838311,1.961502,-0.394565,1.752689
1.114822,-1.965237,1.209287,-1.859408,1.927147,-0.396329,1.753567
1.119218,-1.985436,1.193914,-1.876568,1.896609,-0.397320,1.754667
1.123614,-2.001792,1.173974,-1.895181,1.866486,-0.398237,1.754016
1.128010,-2.023120,1.159893,-1.910264,1.840007,-0.399293,1.754240
1.132406,-2.039493,1.141579,-1.925364,1.813871,-0.402246,1.755663
1.136802,-2.057133,1.123872,-1.939220,1.785733,-0.404936,1.756267
1.141197,-2.073233,1.102723,-1.951292,1.757709,-0.406772,1.755812
1.145593,-2.089174,1.082795,-1.967467,1.725674,-0.409021,1.756737
1.149989,-2.185933,0.890721,-1.982561,1.690382,-0.413931,1.757233
1.154385,-2.202018,0.854992,-1.998076,1.651580,-0.416777,1.760781
1.158781,-2.212970,0.830883,-2.013910,1.611906,-0.418359,1.761657
1.163177,-2.228762,0.787879,-2.026281,1.565329,-0.421520,1.762355
1.167573,-2.237811,0.757661,-2.037036,1.518968,-0.423842,1.762339
1.171969,-2.250481,0.721175,-2.047772,1.474548,-0.424900,1.762635
1.176364,-2.258146,0.682275,-2.065427,1.426063,-0.426574,1.763856
1.180760,-2.266740,0.643089,-2.075013,1.378128,-0.433410,1.765028
1.185156,-2.273338,0.600200,-2.082275,1.324698,-0.435567,1.765105
1.189552,-2.275680,0.594584,-2.089318,1.312564,-0.439154,1.764762
1.193948,-2.274993,0.598890,-2.089461,1.318876,-0.448351,1.768266
1.198344,-2.275345,0.607330,-2.092241,1.330779,-0.449793,1.771758
1.202740,-2.274362,0.606270,-2.093507,1.332576,-0.453299,1.772935
1.207135,-2.275130,0.597552,-2.102714,1.315923,-0.466680,1.779318
1.211531,-2.275499,0.595135,-2.105324,1.316430,-0.467631,1.779573
1.215927,-2.275574,0.595032,-2.106871,1.316834,-0.468574,1.779451
1.220323,-2.274316,0.596073,-2.106723,1.318851,-0.467828,1.781390
1.224719,-2.275073,0.597281,-2.108315,1.319729,-0.469095,1.782772
1.229115,-2.275688,0.594532,-2.109831,1.317798,-0.471682,1.781429
1.233511,-2.275371,0.594552,-2.110921,1.318312,-0.473371,1.781535
1.237907,-2.275595,0.595368,-2.111244,1.318279,-0.474370,1.782816
1.242302,-2.275995,0.595723,-2.113341,1.318579,-0.475242,1.782374
1.246698,-2.275482,0.594607,-2.114876,1.318298,-0.475870,1.781658
1.251094,-2.276526,0.594735,-2.116281,1.318267,-0.476589,1.780921
1.255490,-2.275771,0.594676,-2.116889,1.319243,-0.476581,1.781443
1.259886,-2.275534,0.595384,-2.117559,1.320096,-0.476320,1.781508
1.264282,-2.275156,0.594046,-2.117365,1.318833,-0.475093,1.779491
1.268678,-2.275550,0.594511,-2.117779,1.319173,-0.475242,1.779459
1.273073,-2.275487,0.594217,-2.118881,1.319677,-0.475610,1.779856
1.277469,-2.274159,0.594455,-2.117421,1.319510,-0.474232,1.779749
1.281865,-2.275076,0.594735,-2.119553,1.319940,-0.475669,1.779858
1.286261,-2.275070,0.594750,-2.119363,1.319635,-0.475426,1.778538
1.290657,-2.274253,0.594994,-2.118292,1.320289,-0.473914,1.779500
1.295053,-2.273766,0.596218,-2.117791,1.321055,-0.473019,1.780078
1.299449,-2.274136,0.594273,-2.118251,1.318767,-0.473592,1.777873
1.303844,-2.274437,0.596692,-2.118546,1.320737,-0.473606,1.779734
1.308240,-2.274344,0.595094,-2.118671,1.320042,-0.473566,1.778565
1.312636,-2.275122,0.594697,-2.119269,1.319593,-0.473938,1.778022
1.317032,-2.274666,0.594953,-2.119168,1.320078,-0.473787,1.778350
1.321428,-2.274356,0.595857,-2.118486,1.320689,-0.473394,1.779117
1.325824,-2.274407,0.595483,-2.118635,1.320408,-0.473240,1.778960
1.330220,-2.274323,0.595182,-2.118379,1.319981,-0.473259,1.778695
1.334616,-2.274526,0.595031,-2.118449,1.319717,-0.473691,1.778712
1.339011,-2.274388,0.595726,-2.117870,1.319820,-0.473226,1.779075
1.343407,-2.274535,0.594405,-2.118022,1.318627,-0.473953,1.778121
1.347803,-2.275145,0.595567,-2.118422,1.319590,-0.474457,1.779036
1.352199,-2.274493,0.594323,-2.118046,1.319040,-0.474219,1.778626
1.356595,-2.274313,0.595286,-2.117334,1.320008,-0.473661,1.779668
1.360991,-2.274450,0.594377,-2.117722,1.319516,-0.474271,1.779162
1.365387,-2.274576,0.595423,-2.117764,1.319780,-0.474106,1.779510
1.369782,-2.274526,0.594719,-2.117829,1.319396,-0.474441,1.779123
1.374178,-2.274493,0.594984,-2.117674,1.319404,-0.474336,1.778879
1.378574,-2.274484,0.594043,-2.118252,1.318921,-0.474561,1.778911
1.382970,-2.274570,0.595115,-2.117814,1.319757,-0.474379,1.779392
1.387366,-2.274754,0.594905,-2.117927,1.319722,-0.474650,1.779400
1.391762,-2.274734,0.595436,-2.117741,1.319773,-0.474456,1.779811
1.396158,-2.274317,0.594527,-2.117488,1.319226,-0.474309,1.779161
